    E(eV)    dE(eV)  Phi(deg)    dPhi      Theta    dTheta   Log10(FDV)
				(deg)      (deg)    (deg)     FDV in s^3/km^3/cm^3
 608.0297  202.6221  200.6250   45.0000   56.2500   22.5000  -15.7532
 608.0297  202.6221  223.1250   90.0000   78.7500   22.5000  -15.9559
 608.0297  202.6221   54.3750   22.5000  -11.2500   22.5000  -16.0156
 608.0297  202.6221   76.8750   22.5000  -11.2500   22.5000  -15.9912
 608.0297  202.6221   54.3750   22.5000  -33.7500   22.5000  -15.8489
 608.0297  202.6221   76.8750   22.5000  -33.7500   22.5000  -15.8489
 608.0297  202.6221   31.8750   22.5000  -11.2500   22.5000  -15.9187
 608.0297  202.6221    9.3750   22.5000  -11.2500   22.5000  -16.0156
 608.0297  202.6221   31.8750   22.5000  -33.7500   22.5000  -16.0251
 608.0297  202.6221    9.3750   22.5000  -33.7500   22.5000  -15.9695
 608.0297  202.6221   65.6250   45.0000  -56.2500   22.5000  -15.5963
 608.0297  202.6221   20.6250   45.0000  -56.2500   22.5000  -15.9309
 608.0297  202.6221   43.1250   90.0000  -78.7500   22.5000  -15.8358
 608.0297  202.6221   54.3750   22.5000   11.2500   22.5000  -15.9647
 608.0297  202.6221   76.8750   22.5000   11.2500   22.5000  -16.0216
 608.0297  202.6221   54.3750   22.5000   33.7500   22.5000  -16.1087
 608.0297  202.6221   76.8750   22.5000   33.7500   22.5000  -15.9660
 608.0297  202.6221   31.8750   22.5000   11.2500   22.5000  -16.0871
 608.0297  202.6221    9.3750   22.5000   11.2500   22.5000  -16.0973
 608.0297  202.6221   31.8750   22.5000   33.7500   22.5000  -16.0630
 608.0297  202.6221    9.3750   22.5000   33.7500   22.5000  -16.0418
 608.0297  202.6221   65.6250   45.0000   56.2500   22.5000  -15.9178
 608.0297  202.6221   20.6250   45.0000   56.2500   22.5000  -16.0054
 608.0297  202.6221   43.1250   90.0000   78.7500   22.5000  -15.9735
 608.0297  202.6221  301.8750   22.5000  -11.2500   22.5000  -16.1188
 608.0297  202.6221  279.3750   22.5000  -11.2500   22.5000  -15.9463
 608.0297  202.6221  301.8750   22.5000  -33.7500   22.5000  -16.0251
 608.0297  202.6221  279.3750   22.5000  -33.7500   22.5000  -15.8296
 608.0297  202.6221  324.3750   22.5000  -11.2500   22.5000  -16.0326
 608.0297  202.6221  346.8750   22.5000  -11.2500   22.5000  -16.0784
 608.0297  202.6221  324.3750   22.5000  -33.7500   22.5000  -16.1003
 608.0297  202.6221  346.8750   22.5000  -33.7500   22.5000  -16.1370
 608.0297  202.6221  290.6250   45.0000  -56.2500   22.5000  -15.9188
 608.0297  202.6221  335.6250   45.0000  -56.2500   22.5000  -15.9309
 608.0297  202.6221  313.1250   90.0000  -78.7500   22.5000  -15.8670
 608.0297  202.6221  301.8750   22.5000   11.2500   22.5000  -16.1524
 608.0297  202.6221  279.3750   22.5000   11.2500   22.5000  -16.0973
 608.0297  202.6221  301.8750   22.5000   33.7500   22.5000  -15.9574
 608.0297  202.6221  279.3750   22.5000   33.7500   22.5000  -15.9407
 608.0297  202.6221  324.3750   22.5000   11.2500   22.5000  -16.1524
 608.0297  202.6221  346.8750   22.5000   11.2500   22.5000  -16.2154
 608.0297  202.6221  324.3750   22.5000   33.7500   22.5000  -16.0740
 608.0297  202.6221  346.8750   22.5000   33.7500   22.5000  -16.0522
 608.0297  202.6221  290.6250   45.0000   56.2500   22.5000  -15.9491
 608.0297  202.6221  335.6250   45.0000   56.2500   22.5000  -15.9657
 608.0297  202.6221  313.1250   90.0000   78.7500   22.5000  -15.9624
 843.6270  281.2651  122.6250   22.5000  -11.2500   22.5000  -16.4479
 843.6270  281.2651  100.1250   22.5000  -11.2500   22.5000  -16.6181
 843.6270  281.2651  122.6250   22.5000  -33.7500   22.5000  -16.6977
 843.6270  281.2651  100.1250   22.5000  -33.7500   22.5000  -16.6308
 843.6270  281.2651  145.1250   22.5000  -11.2500   22.5000  -16.1899
 843.6270  281.2651  167.6250   22.5000  -11.2500   22.5000  -16.2031
 843.6270  281.2651  145.1250   22.5000  -33.7500   22.5000  -16.4759
 843.6270  281.2651  167.6250   22.5000  -33.7500   22.5000  -16.2717
 843.6270  281.2651  111.3750   45.0000  -56.2500   22.5000  -16.5458
 843.6270  281.2651  156.3750   45.0000  -56.2500   22.5000  -16.2809
 843.6270  281.2651  133.8750   90.0000  -78.7500   22.5000  -16.4825
 843.6270  281.2651  122.6250   22.5000   11.2500   22.5000  -16.3148
 843.6270  281.2651  100.1250   22.5000   11.2500   22.5000  -16.5579
 843.6270  281.2651  122.6250   22.5000   33.7500   22.5000  -16.7190
 843.6270  281.2651  100.1250   22.5000   33.7500   22.5000  -16.6485
 843.6270  281.2651  145.1250   22.5000   11.2500   22.5000  -16.0412
 843.6270  281.2651  167.6250   22.5000   11.2500   22.5000  -16.2807
 843.6270  281.2651  145.1250   22.5000   33.7500   22.5000  -16.4581
 843.6270  281.2651  167.6250   22.5000   33.7500   22.5000  -16.1299
 843.6270  281.2651  111.3750   45.0000   56.2500   22.5000  -16.6098
 843.6270  281.2651  156.3750   45.0000   56.2500   22.5000  -16.4242
 843.6270  281.2651  133.8750   90.0000   78.7500   22.5000  -16.5681
 843.6270  281.2651  235.1250   22.5000  -11.2500   22.5000  -16.6939
 843.6270  281.2651  257.6250   22.5000  -11.2500   22.5000  -16.6011
 843.6270  281.2651  235.1250   22.5000  -33.7500   22.5000  -16.6520
 843.6270  281.2651  257.6250   22.5000  -33.7500   22.5000  -16.9116
 843.6270  281.2651  212.6250   22.5000  -11.2500   22.5000  -16.7373
 843.6270  281.2651  190.1250   22.5000  -11.2500   22.5000  -16.4250
 843.6270  281.2651  212.6250   22.5000  -33.7500   22.5000  -16.5913
 843.6270  281.2651  190.1250   22.5000  -33.7500   22.5000  -16.4758
 843.6270  281.2651  246.3750   45.0000  -56.2500   22.5000  -16.5458
 843.6270  281.2651  201.3750   45.0000  -56.2500   22.5000  -16.5726
 843.6270  281.2651  223.8750   90.0000  -78.7500   22.5000  -16.6442
 843.6270  281.2651  235.1250   22.5000   11.2500   22.5000  -16.6248
 843.6270  281.2651  257.6250   22.5000   11.2500   22.5000  -16.6828
 843.6270  281.2651  235.1250   22.5000   33.7500   22.5000  -16.6273
 843.6270  281.2651  257.6250   22.5000   33.7500   22.5000  -16.7190
 843.6270  281.2651  212.6250   22.5000   11.2500   22.5000  -16.6828
 843.6270  281.2651  190.1250   22.5000   11.2500   22.5000  -16.6071
 843.6270  281.2651  212.6250   22.5000   33.7500   22.5000  -16.5181
 843.6270  281.2651  190.1250   22.5000   33.7500   22.5000  -16.3584
 843.6270  281.2651  246.3750   45.0000   56.2500   22.5000  -16.5227
 843.6270  281.2651  201.3750   45.0000   56.2500   22.5000  -16.4501
 843.6270  281.2651  223.8750   90.0000   78.7500   22.5000  -16.6164
 843.6270  281.2651   55.1250   22.5000  -11.2500   22.5000  -16.7608
 843.6270  281.2651   77.6250   22.5000  -11.2500   22.5000  -16.9369
 843.6270  281.2651   55.1250   22.5000  -33.7500   22.5000  -16.6742
 843.6270  281.2651   77.6250   22.5000  -33.7500   22.5000  -16.7225
 843.6270  281.2651   32.6250   22.5000  -11.2500   22.5000  -16.8700
 843.6270  281.2651   10.1250   22.5000  -11.2500   22.5000  -16.7373
 843.6270  281.2651   32.6250   22.5000  -33.7500   22.5000  -16.8391
 843.6270  281.2651   10.1250   22.5000  -33.7500   22.5000  -16.9530
 843.6270  281.2651   66.3750   45.0000  -56.2500   22.5000  -16.5204
 843.6270  281.2651   21.3750   45.0000  -56.2500   22.5000  -16.7007
 843.6270  281.2651   43.8750   90.0000  -78.7500   22.5000  -16.5537
 843.6270  281.2651   55.1250   22.5000   11.2500   22.5000  -16.6433
 843.6270  281.2651   77.6250   22.5000   11.2500   22.5000  -16.8289
 843.6270  281.2651   55.1250   22.5000   33.7500   22.5000  -16.6942
 843.6270  281.2651   77.6250   22.5000   33.7500   22.5000  -16.7454
 843.6270  281.2651   32.6250   22.5000   11.2500   22.5000  -16.7746
 843.6270  281.2651   10.1250   22.5000   11.2500   22.5000  -16.7263
 843.6270  281.2651   32.6250   22.5000   33.7500   22.5000  -16.5693
 843.6270  281.2651   10.1250   22.5000   33.7500   22.5000  -16.9081
 843.6270  281.2651   66.3750   45.0000   56.2500   22.5000  -16.6720
 843.6270  281.2651   21.3750   45.0000   56.2500   22.5000  -16.7316
 843.6270  281.2651   43.8750   90.0000   78.7500   22.5000  -16.6320
 843.6270  281.2651  302.6250   22.5000  -11.2500   22.5000  -16.7373
 843.6270  281.2651  280.1250   22.5000  -11.2500   22.5000  -16.7150
 843.6270  281.2651  302.6250   22.5000  -33.7500   22.5000  -16.7769
 843.6270  281.2651  280.1250   22.5000  -33.7500   22.5000  -16.7769
 843.6270  281.2651  325.1250   22.5000  -11.2500   22.5000  -16.6543
 843.6270  281.2651  347.6250   22.5000  -11.2500   22.5000  -16.8120
 843.6270  281.2651  325.1250   22.5000  -33.7500   22.5000  -16.9116
 843.6270  281.2651  347.6250   22.5000  -33.7500   22.5000  -16.6977
 843.6270  281.2651  291.3750   45.0000  -56.2500   22.5000  -16.6650
 843.6270  281.2651  336.3750   45.0000  -56.2500   22.5000  -16.6113
 843.6270  281.2651  313.8750   90.0000  -78.7500   22.5000  -16.6550
 843.6270  281.2651  302.6250   22.5000   11.2500   22.5000  -16.7746
 843.6270  281.2651  280.1250   22.5000   11.2500   22.5000  -16.5579
 843.6270  281.2651  302.6250   22.5000   33.7500   22.5000  -16.7734
 843.6270  281.2651  280.1250   22.5000   33.7500   22.5000  -16.7190
 843.6270  281.2651  325.1250   22.5000   11.2500   22.5000  -16.9258
 843.6270  281.2651  347.6250   22.5000   11.2500   22.5000  -16.7498
 843.6270  281.2651  325.1250   22.5000   33.7500   22.5000  -16.8034
 843.6270  281.2651  347.6250   22.5000   33.7500   22.5000  -17.0464
 843.6270  281.2651  291.3750   45.0000   56.2500   22.5000  -16.7190
 843.6270  281.2651  336.3750   45.0000   56.2500   22.5000  -16.6503
 843.6270  281.2651  313.8750   90.0000   78.7500   22.5000  -16.6885
1170.5598  326.9329  123.3750   22.5000  -11.2500   22.5000  -17.4555
1170.5598  326.9329  100.8750   22.5000  -11.2500   22.5000  -17.3006
1170.5598  326.9329  123.3750   22.5000  -33.7500   22.5000  -17.4593
1170.5598  326.9329  100.8750   22.5000  -33.7500   22.5000  -17.3344
1170.5598  326.9329  145.8750   22.5000  -11.2500   22.5000  -17.2214
1170.5598  326.9329  168.3750   22.5000  -11.2500   22.5000  -16.6985
1170.5598  326.9329  145.8750   22.5000  -33.7500   22.5000  -17.7604
1170.5598  326.9329  168.3750   22.5000  -33.7500   22.5000  -16.6812
1170.5598  326.9329  112.1250   45.0000  -56.2500   22.5000  -17.3831
1170.5598  326.9329  157.1250   45.0000  -56.2500   22.5000  -16.9610
1170.5598  326.9329  134.6250   90.0000  -78.7500   22.5000  -17.0572
1170.5598  326.9329  123.3750   22.5000   11.2500   22.5000  -17.2103
1170.5598  326.9329  100.8750   22.5000   11.2500   22.5000  -17.1134
1170.5598  326.9329  123.3750   22.5000   33.7500   22.5000  -17.3309
1170.5598  326.9329  100.8750   22.5000   33.7500   22.5000  -17.5350
1170.5598  326.9329  145.8750   22.5000   11.2500   22.5000  -17.0591
1170.5598  326.9329  168.3750   22.5000   11.2500   22.5000  -16.6767
1170.5598  326.9329  145.8750   22.5000   33.7500   22.5000  -17.3309
1170.5598  326.9329  168.3750   22.5000   33.7500   22.5000  -16.8360
1170.5598  326.9329  112.1250   45.0000   56.2500   22.5000  -17.3434
1170.5598  326.9329  157.1250   45.0000   56.2500   22.5000  -16.9677
1170.5598  326.9329  134.6250   90.0000   78.7500   22.5000  -17.1771
1170.5598  326.9329  235.8750   22.5000  -11.2500   22.5000  -17.2592
1170.5598  326.9329  258.3750   22.5000  -11.2500   22.5000  -17.5224
1170.5598  326.9329  235.8750   22.5000  -33.7500   22.5000  -17.3924
1170.5598  326.9329  258.3750   22.5000  -33.7500   22.5000  -17.3344
1170.5598  326.9329  213.3750   22.5000  -11.2500   22.5000  -17.6985
1170.5598  326.9329  190.8750   22.5000  -11.2500   22.5000  -17.2214
1170.5598  326.9329  213.3750   22.5000  -33.7500   22.5000  -17.4593
1170.5598  326.9329  190.8750   22.5000  -33.7500   22.5000  -17.5385
1170.5598  326.9329  247.1250   45.0000  -56.2500   22.5000  -17.2505
1170.5598  326.9329  202.1250   45.0000  -56.2500   22.5000  -17.1868
1170.5598  326.9329  224.6250   90.0000  -78.7500   22.5000  -17.2985
1170.5598  326.9329  235.8750   22.5000   11.2500   22.5000  -17.3353
1170.5598  326.9329  258.3750   22.5000   11.2500   22.5000  -17.6875
1170.5598  326.9329  235.8750   22.5000   33.7500   22.5000  -17.2340
1170.5598  326.9329  258.3750   22.5000   33.7500   22.5000  -17.3889
1170.5598  326.9329  213.3750   22.5000   11.2500   22.5000  -17.3864
1170.5598  326.9329  190.8750   22.5000   11.2500   22.5000  -17.3353
1170.5598  326.9329  213.3750   22.5000   33.7500   22.5000  -17.4558
1170.5598  326.9329  190.8750   22.5000   33.7500   22.5000  -17.2340
1170.5598  326.9329  247.1250   45.0000   56.2500   22.5000  -17.2688
1170.5598  326.9329  202.1250   45.0000   56.2500   22.5000  -17.3434
1170.5598  326.9329  224.6250   90.0000   78.7500   22.5000  -17.3389
1170.5598  326.9329   55.8750   22.5000  -11.2500   22.5000  -17.3006
1170.5598  326.9329   78.3750   22.5000  -11.2500   22.5000  -17.6016
1170.5598  326.9329   55.8750   22.5000  -33.7500   22.5000  -17.2832
1170.5598  326.9329   78.3750   22.5000  -33.7500   22.5000  -17.1961
1170.5598  326.9329   33.3750   22.5000  -11.2500   22.5000  -17.9995
1170.5598  326.9329   10.8750   22.5000  -11.2500   22.5000  -17.5224
1170.5598  326.9329   33.3750   22.5000  -33.7500   22.5000  -17.3924
1170.5598  326.9329   10.8750   22.5000  -33.7500   22.5000  -17.7604
1170.5598  326.9329   67.1250   45.0000  -56.2500   22.5000  -17.3831
1170.5598  326.9329   22.1250   45.0000  -56.2500   22.5000  -17.2988
1170.5598  326.9329   44.6250   90.0000  -78.7500   22.5000  -17.4446
1170.5598  326.9329   55.8750   22.5000   11.2500   22.5000  -17.3864
1170.5598  326.9329   78.3750   22.5000   11.2500   22.5000  -17.0591
1170.5598  326.9329   55.8750   22.5000   33.7500   22.5000  -17.2797
1170.5598  326.9329   78.3750   22.5000   33.7500   22.5000  -17.5350
1170.5598  326.9329   33.3750   22.5000   11.2500   22.5000  -17.3864
1170.5598  326.9329   10.8750   22.5000   11.2500   22.5000  -17.5905
1170.5598  326.9329   33.3750   22.5000   33.7500   22.5000  -17.5350
1170.5598  326.9329   10.8750   22.5000   33.7500   22.5000  -17.5350
1170.5598  326.9329   67.1250   45.0000   56.2500   22.5000  -17.4684
1170.5598  326.9329   22.1250   45.0000   56.2500   22.5000  -17.4684
1170.5598  326.9329   44.6250   90.0000   78.7500   22.5000  -17.6262
1170.5598  326.9329  303.3750   22.5000  -11.2500   22.5000  -17.8235
1170.5598  326.9329  280.8750   22.5000  -11.2500   22.5000  -17.6985
1170.5598  326.9329  303.3750   22.5000  -33.7500   22.5000  -17.3924
1170.5598  326.9329  280.8750   22.5000  -33.7500   22.5000  -17.6354
1170.5598  326.9329  325.8750   22.5000  -11.2500   22.5000  -17.4555
1170.5598  326.9329  348.3750   22.5000  -11.2500   22.5000  -17.6985
1170.5598  326.9329  325.8750   22.5000  -33.7500   22.5000  -17.3924
1170.5598  326.9329  348.3750   22.5000  -33.7500   22.5000  -17.3924
1170.5598  326.9329  292.1250   45.0000  -56.2500   22.5000  -17.4153
1170.5598  326.9329  337.1250   45.0000  -56.2500   22.5000  -17.4879
1170.5598  326.9329  314.6250   90.0000  -78.7500   22.5000  -17.4446
1170.5598  326.9329  303.3750   22.5000   11.2500   22.5000  -17.6875
1170.5598  326.9329  280.8750   22.5000   11.2500   22.5000  -17.8124
1170.5598  326.9329  303.3750   22.5000   33.7500   22.5000  -17.4558
1170.5598  326.9329  280.8750   22.5000   33.7500   22.5000  -17.3309
1170.5598  326.9329  325.8750   22.5000   11.2500   22.5000  -17.2895
1170.5598  326.9329  348.3750   22.5000   11.2500   22.5000  -17.4444
1170.5598  326.9329  325.8750   22.5000   33.7500   22.5000  -17.7569
1170.5598  326.9329  348.3750   22.5000   33.7500   22.5000  -17.3309
1170.5598  326.9329  292.1250   45.0000   56.2500   22.5000  -17.5062
1170.5598  326.9329  337.1250   45.0000   56.2500   22.5000  -17.4684
1170.5598  326.9329  314.6250   90.0000   78.7500   22.5000  -17.5081
